,population size,function evaluations,bitflip probability,cross probability,fitness,execution
662,100,1000,0.03,0.3,45.0,2
663,100,1000,0.03,0.3,45.0,3
664,100,1000,0.03,0.3,46.0,4
665,100,1000,0.03,0.3,46.0,5
666,100,1000,0.03,0.3,45.0,6
667,100,1000,0.03,0.3,45.0,7
668,100,1000,0.03,0.3,43.0,8
669,100,1000,0.03,0.3,45.0,9
670,100,1000,0.03,0.3,46.0,10
671,100,1000,0.03,0.3,46.0,11
672,100,1000,0.03,0.3,44.0,12
673,100,1000,0.03,0.3,46.0,13
674,100,1000,0.03,0.3,46.0,14
675,100,1000,0.03,0.3,45.0,15
676,100,1000,0.03,0.3,45.0,16
677,100,1000,0.03,0.3,47.0,17
678,100,1000,0.03,0.3,46.0,18
679,100,1000,0.03,0.3,45.0,19
680,100,1000,0.03,0.3,44.0,20
681,100,1000,0.03,0.3,46.0,21
682,100,1000,0.03,0.3,45.0,22
683,100,1000,0.03,0.3,45.0,23
684,100,1000,0.03,0.3,44.0,24
685,100,1000,0.03,0.3,48.0,25
686,100,1000,0.03,0.3,45.0,26
687,100,1000,0.03,0.3,44.0,27
688,100,1000,0.03,0.3,46.0,28
689,100,1000,0.03,0.3,44.0,29
690,100,1000,0.03,0.4,46.0,0
691,100,1000,0.03,0.4,47.0,1
692,100,1000,0.03,0.4,45.0,2
693,100,1000,0.03,0.4,47.0,3
694,100,1000,0.03,0.4,44.0,4
695,100,1000,0.03,0.4,45.0,5
696,100,1000,0.03,0.4,44.0,6
697,100,1000,0.03,0.4,45.0,7
698,100,1000,0.03,0.4,44.0,8
699,100,1000,0.03,0.4,46.0,9
700,100,1000,0.03,0.4,45.0,10
701,100,1000,0.03,0.4,45.0,11
702,100,1000,0.03,0.4,45.0,12
703,100,1000,0.03,0.4,44.0,13
704,100,1000,0.03,0.4,47.0,14
705,100,1000,0.03,0.4,44.0,15
706,100,1000,0.03,0.4,45.0,16
707,100,1000,0.03,0.4,45.0,17
708,100,1000,0.03,0.4,45.0,18
709,100,1000,0.03,0.4,46.0,19
710,100,1000,0.03,0.4,46.0,20
711,100,1000,0.03,0.4,45.0,21
712,100,1000,0.03,0.4,46.0,22
713,100,1000,0.03,0.4,46.0,23
714,100,1000,0.03,0.4,44.0,24
715,100,1000,0.03,0.4,47.0,25
716,100,1000,0.03,0.4,47.0,26
717,100,1000,0.03,0.4,46.0,27
718,100,1000,0.03,0.4,46.0,28
719,100,1000,0.03,0.4,46.0,29
720,100,1000,0.03,0.5,46.0,0
721,100,1000,0.03,0.5,44.0,1
722,100,1000,0.03,0.5,46.0,2
723,100,1000,0.03,0.5,45.0,3
724,100,1000,0.03,0.5,45.0,4
725,100,1000,0.03,0.5,46.0,5
726,100,1000,0.03,0.5,46.0,6
727,100,1000,0.03,0.5,45.0,7
728,100,1000,0.03,0.5,45.0,8
729,100,1000,0.03,0.5,46.0,9
730,100,1000,0.03,0.5,46.0,10
731,100,1000,0.03,0.5,46.0,11
732,100,1000,0.03,0.5,45.0,12
733,100,1000,0.03,0.5,47.0,13
734,100,1000,0.03,0.5,46.0,14
735,100,1000,0.03,0.5,45.0,15
736,100,1000,0.03,0.5,45.0,16
737,100,1000,0.03,0.5,46.0,17
738,100,1000,0.03,0.5,47.0,18
739,100,1000,0.03,0.5,46.0,19
740,100,1000,0.03,0.5,45.0,20
741,100,1000,0.03,0.5,47.0,21
742,100,1000,0.03,0.5,47.0,22
743,100,1000,0.03,0.5,48.0,23
744,100,1000,0.03,0.5,47.0,24
745,100,1000,0.03,0.5,45.0,25
746,100,1000,0.03,0.5,45.0,26
747,100,1000,0.03,0.5,47.0,27
748,100,1000,0.03,0.5,46.0,28
749,100,1000,0.03,0.5,45.0,29
750,100,1000,0.03,0.6,46.0,0
751,100,1000,0.03,0.6,47.0,1
752,100,1000,0.03,0.6,45.0,2
753,100,1000,0.03,0.6,46.0,3
754,100,1000,0.03,0.6,47.0,4
755,100,1000,0.03,0.6,48.0,5
756,100,1000,0.03,0.6,46.0,6
757,100,1000,0.03,0.6,44.0,7
758,100,1000,0.03,0.6,46.0,8
759,100,1000,0.03,0.6,46.0,9
760,100,1000,0.03,0.6,47.0,10
761,100,1000,0.03,0.6,48.0,11
762,100,1000,0.03,0.6,46.0,12
763,100,1000,0.03,0.6,46.0,13
764,100,1000,0.03,0.6,44.0,14
765,100,1000,0.03,0.6,48.0,15
766,100,1000,0.03,0.6,46.0,16
767,100,1000,0.03,0.6,46.0,17
768,100,1000,0.03,0.6,46.0,18
769,100,1000,0.03,0.6,46.0,19
770,100,1000,0.03,0.6,46.0,20
771,100,1000,0.03,0.6,45.0,21
772,100,1000,0.03,0.6,46.0,22
773,100,1000,0.03,0.6,48.0,23
774,100,1000,0.03,0.6,47.0,24
775,100,1000,0.03,0.6,46.0,25
776,100,1000,0.03,0.6,46.0,26
777,100,1000,0.03,0.6,45.0,27
778,100,1000,0.03,0.6,45.0,28
779,100,1000,0.03,0.6,45.0,29
780,100,1000,0.03,0.7,46.0,0
781,100,1000,0.03,0.7,45.0,1
782,100,1000,0.03,0.7,47.0,2
783,100,1000,0.03,0.7,47.0,3
784,100,1000,0.03,0.7,45.0,4
785,100,1000,0.03,0.7,46.0,5
786,100,1000,0.03,0.7,45.0,6
787,100,1000,0.03,0.7,47.0,7
788,100,1000,0.03,0.7,47.0,8
789,100,1000,0.03,0.7,47.0,9
790,100,1000,0.03,0.7,47.0,10
791,100,1000,0.03,0.7,46.0,11
792,100,1000,0.03,0.7,47.0,12
793,100,1000,0.03,0.7,47.0,13
794,100,1000,0.03,0.7,46.0,14
795,100,1000,0.03,0.7,47.0,15
796,100,1000,0.03,0.7,47.0,16
797,100,1000,0.03,0.7,45.0,17
798,100,1000,0.03,0.7,48.0,18
799,100,1000,0.03,0.7,48.0,19
800,100,1000,0.03,0.7,47.0,20
801,100,1000,0.03,0.7,46.0,21
802,100,1000,0.03,0.7,44.0,22
803,100,1000,0.03,0.7,47.0,23
804,100,1000,0.03,0.7,48.0,24
805,100,1000,0.03,0.7,46.0,25
806,100,1000,0.03,0.7,45.0,26
807,100,1000,0.03,0.7,44.0,27
808,100,1000,0.03,0.7,48.0,28
809,100,1000,0.03,0.7,47.0,29
810,100,1000,0.03,0.8,47.0,0
811,100,1000,0.03,0.8,48.0,1
812,100,1000,0.03,0.8,47.0,2
813,100,1000,0.03,0.8,46.0,3
814,100,1000,0.03,0.8,45.0,4
815,100,1000,0.03,0.8,47.0,5
816,100,1000,0.03,0.8,47.0,6
817,100,1000,0.03,0.8,47.0,7
818,100,1000,0.03,0.8,47.0,8
819,100,1000,0.03,0.8,47.0,9
820,100,1000,0.03,0.8,48.0,10
821,100,1000,0.03,0.8,46.0,11
822,100,1000,0.03,0.8,48.0,12
823,100,1000,0.03,0.8,47.0,13
824,100,1000,0.03,0.8,48.0,14
825,100,1000,0.03,0.8,47.0,15
826,100,1000,0.03,0.8,46.0,16
827,100,1000,0.03,0.8,46.0,17
828,100,1000,0.03,0.8,46.0,18
829,100,1000,0.03,0.8,46.0,19
830,100,1000,0.03,0.8,47.0,20
831,100,1000,0.03,0.8,46.0,21
832,100,1000,0.03,0.8,47.0,22
833,100,1000,0.03,0.8,47.0,23
834,100,1000,0.03,0.8,46.0,24
835,100,1000,0.03,0.8,47.0,25
836,100,1000,0.03,0.8,47.0,26
837,100,1000,0.03,0.8,47.0,27
838,100,1000,0.03,0.8,46.0,28
839,100,1000,0.03,0.8,46.0,29
840,100,1000,0.03,0.9,49.0,0
841,100,1000,0.03,0.9,47.0,1
842,100,1000,0.03,0.9,47.0,2
843,100,1000,0.03,0.9,46.0,3
844,100,1000,0.03,0.9,46.0,4
845,100,1000,0.03,0.9,46.0,5
846,100,1000,0.03,0.9,47.0,6
847,100,1000,0.03,0.9,48.0,7
848,100,1000,0.03,0.9,47.0,8
849,100,1000,0.03,0.9,47.0,9
850,100,1000,0.03,0.9,46.0,10
851,100,1000,0.03,0.9,47.0,11
852,100,1000,0.03,0.9,46.0,12
853,100,1000,0.03,0.9,47.0,13
854,100,1000,0.03,0.9,49.0,14
855,100,1000,0.03,0.9,48.0,15
856,100,1000,0.03,0.9,46.0,16
857,100,1000,0.03,0.9,47.0,17
858,100,1000,0.03,0.9,48.0,18
859,100,1000,0.03,0.9,46.0,19
860,100,1000,0.03,0.9,46.0,20
861,100,1000,0.03,0.9,45.0,21
862,100,1000,0.03,0.9,46.0,22
863,100,1000,0.03,0.9,47.0,23
864,100,1000,0.03,0.9,48.0,24
865,100,1000,0.03,0.9,46.0,25
866,100,1000,0.03,0.9,47.0,26
867,100,1000,0.03,0.9,47.0,27
868,100,1000,0.03,0.9,47.0,28
869,100,1000,0.03,0.9,46.0,29
870,100,1000,0.03,1.0,46.0,0
871,100,1000,0.03,1.0,48.0,1
872,100,1000,0.03,1.0,47.0,2
873,100,1000,0.03,1.0,46.0,3
874,100,1000,0.03,1.0,47.0,4
875,100,1000,0.03,1.0,48.0,5
876,100,1000,0.03,1.0,47.0,6
877,100,1000,0.03,1.0,46.0,7
878,100,1000,0.03,1.0,45.0,8
879,100,1000,0.03,1.0,47.0,9
880,100,1000,0.03,1.0,48.0,10
881,100,1000,0.03,1.0,47.0,11
882,100,1000,0.03,1.0,47.0,12
883,100,1000,0.03,1.0,47.0,13
884,100,1000,0.03,1.0,46.0,14
885,100,1000,0.03,1.0,46.0,15
886,100,1000,0.03,1.0,47.0,16
887,100,1000,0.03,1.0,48.0,17
888,100,1000,0.03,1.0,48.0,18
889,100,1000,0.03,1.0,47.0,19
890,100,1000,0.03,1.0,48.0,20
891,100,1000,0.03,1.0,47.0,21
892,100,1000,0.03,1.0,47.0,22
893,100,1000,0.03,1.0,46.0,23
894,100,1000,0.03,1.0,48.0,24
895,100,1000,0.03,1.0,48.0,25
896,100,1000,0.03,1.0,46.0,26
897,100,1000,0.03,1.0,49.0,27
898,100,1000,0.03,1.0,48.0,28
899,100,1000,0.03,1.0,47.0,29
900,100,1000,0.04,0.1,44.0,0
901,100,1000,0.04,0.1,43.0,1
902,100,1000,0.04,0.1,43.0,2
903,100,1000,0.04,0.1,42.0,3
904,100,1000,0.04,0.1,44.0,4
905,100,1000,0.04,0.1,42.0,5
906,100,1000,0.04,0.1,45.0,6
907,100,1000,0.04,0.1,44.0,7
908,100,1000,0.04,0.1,45.0,8
909,100,1000,0.04,0.1,43.0,9
910,100,1000,0.04,0.1,45.0,10
911,100,1000,0.04,0.1,41.0,11
912,100,1000,0.04,0.1,45.0,12
913,100,1000,0.04,0.1,45.0,13
914,100,1000,0.04,0.1,44.0,14
915,100,1000,0.04,0.1,45.0,15
916,100,1000,0.04,0.1,46.0,16
917,100,1000,0.04,0.1,44.0,17
918,100,1000,0.04,0.1,43.0,18
919,100,1000,0.04,0.1,44.0,19
920,100,1000,0.04,0.1,45.0,20
921,100,1000,0.04,0.1,45.0,21
922,100,1000,0.04,0.1,46.0,22
923,100,1000,0.04,0.1,44.0,23
924,100,1000,0.04,0.1,47.0,24
925,100,1000,0.04,0.1,45.0,25
926,100,1000,0.04,0.1,43.0,26
927,100,1000,0.04,0.1,43.0,27
928,100,1000,0.04,0.1,44.0,28
929,100,1000,0.04,0.1,43.0,29
930,100,1000,0.04,0.2,45.0,0
931,100,1000,0.04,0.2,43.0,1
932,100,1000,0.04,0.2,46.0,2
933,100,1000,0.04,0.2,43.0,3
934,100,1000,0.04,0.2,44.0,4
935,100,1000,0.04,0.2,43.0,5
936,100,1000,0.04,0.2,44.0,6
937,100,1000,0.04,0.2,43.0,7
938,100,1000,0.04,0.2,44.0,8
939,100,1000,0.04,0.2,42.0,9
940,100,1000,0.04,0.2,44.0,10
941,100,1000,0.04,0.2,45.0,11
942,100,1000,0.04,0.2,45.0,12
943,100,1000,0.04,0.2,45.0,13
944,100,1000,0.04,0.2,43.0,14
945,100,1000,0.04,0.2,45.0,15
946,100,1000,0.04,0.2,44.0,16
947,100,1000,0.04,0.2,46.0,17
948,100,1000,0.04,0.2,44.0,18
949,100,1000,0.04,0.2,42.0,19
950,100,1000,0.04,0.2,43.0,20
951,100,1000,0.04,0.2,43.0,21
952,100,1000,0.04,0.2,43.0,22
953,100,1000,0.04,0.2,42.0,23
954,100,1000,0.04,0.2,45.0,24
955,100,1000,0.04,0.2,44.0,25
956,100,1000,0.04,0.2,43.0,26
957,100,1000,0.04,0.2,43.0,27
958,100,1000,0.04,0.2,45.0,28
959,100,1000,0.04,0.2,46.0,29
960,100,1000,0.04,0.3,44.0,0
961,100,1000,0.04,0.3,44.0,1
962,100,1000,0.04,0.3,47.0,2
963,100,1000,0.04,0.3,45.0,3
964,100,1000,0.04,0.3,46.0,4
965,100,1000,0.04,0.3,46.0,5
966,100,1000,0.04,0.3,44.0,6
967,100,1000,0.04,0.3,45.0,7
968,100,1000,0.04,0.3,42.0,8
969,100,1000,0.04,0.3,46.0,9
970,100,1000,0.04,0.3,43.0,10
971,100,1000,0.04,0.3,43.0,11
972,100,1000,0.04,0.3,45.0,12
973,100,1000,0.04,0.3,44.0,13
974,100,1000,0.04,0.3,43.0,14
975,100,1000,0.04,0.3,45.0,15
976,100,1000,0.04,0.3,44.0,16
977,100,1000,0.04,0.3,44.0,17
978,100,1000,0.04,0.3,44.0,18
979,100,1000,0.04,0.3,44.0,19
980,100,1000,0.04,0.3,44.0,20
981,100,1000,0.04,0.3,45.0,21
982,100,1000,0.04,0.3,43.0,22
983,100,1000,0.04,0.3,45.0,23
984,100,1000,0.04,0.3,46.0,24
985,100,1000,0.04,0.3,42.0,25
986,100,1000,0.04,0.3,44.0,26
987,100,1000,0.04,0.3,47.0,27
988,100,1000,0.04,0.3,46.0,28
989,100,1000,0.04,0.3,45.0,29
990,100,1000,0.04,0.4,45.0,0
991,100,1000,0.04,0.4,44.0,1
992,100,1000,0.04,0.4,45.0,2
993,100,1000,0.04,0.4,45.0,3
994,100,1000,0.04,0.4,42.0,4
995,100,1000,0.04,0.4,44.0,5
996,100,1000,0.04,0.4,45.0,6
997,100,1000,0.04,0.4,44.0,7
998,100,1000,0.04,0.4,46.0,8
999,100,1000,0.04,0.4,45.0,9
1000,100,1000,0.04,0.4,43.0,10
1001,100,1000,0.04,0.4,45.0,11
1002,100,1000,0.04,0.4,45.0,12
1003,100,1000,0.04,0.4,46.0,13
1004,100,1000,0.04,0.4,42.0,14
1005,100,1000,0.04,0.4,43.0,15
1006,100,1000,0.04,0.4,46.0,16
1007,100,1000,0.04,0.4,45.0,17
1008,100,1000,0.04,0.4,44.0,18
1009,100,1000,0.04,0.4,44.0,19
1010,100,1000,0.04,0.4,45.0,20
1011,100,1000,0.04,0.4,46.0,21
1012,100,1000,0.04,0.4,44.0,22
1013,100,1000,0.04,0.4,45.0,23
1014,100,1000,0.04,0.4,46.0,24
1015,100,1000,0.04,0.4,45.0,25
1016,100,1000,0.04,0.4,46.0,26
1017,100,1000,0.04,0.4,44.0,27
1018,100,1000,0.04,0.4,45.0,28
1019,100,1000,0.04,0.4,46.0,29
1020,100,1000,0.04,0.5,44.0,0
1021,100,1000,0.04,0.5,45.0,1
1022,100,1000,0.04,0.5,45.0,2
1023,100,1000,0.04,0.5,45.0,3
1024,100,1000,0.04,0.5,44.0,4
1025,100,1000,0.04,0.5,46.0,5
1026,100,1000,0.04,0.5,47.0,6
1027,100,1000,0.04,0.5,46.0,7
1028,100,1000,0.04,0.5,45.0,8
1029,100,1000,0.04,0.5,47.0,9
1030,100,1000,0.04,0.5,45.0,10
1031,100,1000,0.04,0.5,46.0,11
1032,100,1000,0.04,0.5,45.0,12
1033,100,1000,0.04,0.5,44.0,13
1034,100,1000,0.04,0.5,44.0,14
1035,100,1000,0.04,0.5,46.0,15
1036,100,1000,0.04,0.5,45.0,16
1037,100,1000,0.04,0.5,46.0,17
1038,100,1000,0.04,0.5,44.0,18
1039,100,1000,0.04,0.5,44.0,19
1040,100,1000,0.04,0.5,45.0,20
1041,100,1000,0.04,0.5,45.0,21
1042,100,1000,0.04,0.5,47.0,22
1043,100,1000,0.04,0.5,43.0,23
1044,100,1000,0.04,0.5,44.0,24
1045,100,1000,0.04,0.5,47.0,25
1046,100,1000,0.04,0.5,46.0,26
1047,100,1000,0.04,0.5,46.0,27
1048,100,1000,0.04,0.5,46.0,28
1049,100,1000,0.04,0.5,43.0,29
1050,100,1000,0.04,0.6,47.0,0
1051,100,1000,0.04,0.6,44.0,1
1052,100,1000,0.04,0.6,45.0,2
1053,100,1000,0.04,0.6,44.0,3
1054,100,1000,0.04,0.6,46.0,4
1055,100,1000,0.04,0.6,45.0,5
1056,100,1000,0.04,0.6,47.0,6
1057,100,1000,0.04,0.6,44.0,7
1058,100,1000,0.04,0.6,46.0,8
1059,100,1000,0.04,0.6,45.0,9
1060,100,1000,0.04,0.6,44.0,10
1061,100,1000,0.04,0.6,46.0,11
1062,100,1000,0.04,0.6,45.0,12
1063,100,1000,0.04,0.6,45.0,13
1064,100,1000,0.04,0.6,46.0,14
1065,100,1000,0.04,0.6,48.0,15
1066,100,1000,0.04,0.6,46.0,16
1067,100,1000,0.04,0.6,45.0,17
1068,100,1000,0.04,0.6,46.0,18
1069,100,1000,0.04,0.6,44.0,19
1070,100,1000,0.04,0.6,46.0,20
1071,100,1000,0.04,0.6,46.0,21
1072,100,1000,0.04,0.6,46.0,22
1073,100,1000,0.04,0.6,45.0,23
1074,100,1000,0.04,0.6,47.0,24
1075,100,1000,0.04,0.6,47.0,25
1076,100,1000,0.04,0.6,44.0,26
1077,100,1000,0.04,0.6,44.0,27
1078,100,1000,0.04,0.6,46.0,28
1079,100,1000,0.04,0.6,46.0,29
1080,100,1000,0.04,0.7,44.0,0
1081,100,1000,0.04,0.7,47.0,1
1082,100,1000,0.04,0.7,46.0,2
1083,100,1000,0.04,0.7,44.0,3
1084,100,1000,0.04,0.7,45.0,4
1085,100,1000,0.04,0.7,46.0,5
1086,100,1000,0.04,0.7,46.0,6
1087,100,1000,0.04,0.7,46.0,7
1088,100,1000,0.04,0.7,46.0,8
1089,100,1000,0.04,0.7,47.0,9
1090,100,1000,0.04,0.7,45.0,10
1091,100,1000,0.04,0.7,46.0,11
1092,100,1000,0.04,0.7,48.0,12
1093,100,1000,0.04,0.7,45.0,13
1094,100,1000,0.04,0.7,48.0,14
1095,100,1000,0.04,0.7,46.0,15
1096,100,1000,0.04,0.7,46.0,16
1097,100,1000,0.04,0.7,45.0,17
1098,100,1000,0.04,0.7,46.0,18
1099,100,1000,0.04,0.7,45.0,19
1100,100,1000,0.04,0.7,47.0,20
1101,100,1000,0.04,0.7,46.0,21
1102,100,1000,0.04,0.7,46.0,22
1103,100,1000,0.04,0.7,46.0,23
1104,100,1000,0.04,0.7,47.0,24
1105,100,1000,0.04,0.7,45.0,25
1106,100,1000,0.04,0.7,46.0,26
1107,100,1000,0.04,0.7,47.0,27
1108,100,1000,0.04,0.7,48.0,28
1109,100,1000,0.04,0.7,47.0,29
1110,100,1000,0.04,0.8,45.0,0
1111,100,1000,0.04,0.8,47.0,1
1112,100,1000,0.04,0.8,46.0,2
1113,100,1000,0.04,0.8,46.0,3
1114,100,1000,0.04,0.8,45.0,4
1115,100,1000,0.04,0.8,47.0,5
1116,100,1000,0.04,0.8,45.0,6
1117,100,1000,0.04,0.8,48.0,7
1118,100,1000,0.04,0.8,46.0,8
1119,100,1000,0.04,0.8,47.0,9
1120,100,1000,0.04,0.8,46.0,10
1121,100,1000,0.04,0.8,47.0,11
1122,100,1000,0.04,0.8,46.0,12
1123,100,1000,0.04,0.8,47.0,13
1124,100,1000,0.04,0.8,47.0,14
1125,100,1000,0.04,0.8,46.0,15
1126,100,1000,0.04,0.8,47.0,16
1127,100,1000,0.04,0.8,47.0,17
1128,100,1000,0.04,0.8,45.0,18
1129,100,1000,0.04,0.8,47.0,19
1130,100,1000,0.04,0.8,48.0,20
1131,100,1000,0.04,0.8,46.0,21
1132,100,1000,0.04,0.8,45.0,22
1133,100,1000,0.04,0.8,46.0,23
1134,100,1000,0.04,0.8,46.0,24
1135,100,1000,0.04,0.8,49.0,25
1136,100,1000,0.04,0.8,47.0,26
1137,100,1000,0.04,0.8,47.0,27
1138,100,1000,0.04,0.8,47.0,28
1139,100,1000,0.04,0.8,47.0,29
1140,100,1000,0.04,0.9,47.0,0
1141,100,1000,0.04,0.9,46.0,1
1142,100,1000,0.04,0.9,46.0,2
1143,100,1000,0.04,0.9,48.0,3
1144,100,1000,0.04,0.9,48.0,4
1145,100,1000,0.04,0.9,47.0,5
1146,100,1000,0.04,0.9,47.0,6
1147,100,1000,0.04,0.9,46.0,7
1148,100,1000,0.04,0.9,45.0,8
1149,100,1000,0.04,0.9,48.0,9
1150,100,1000,0.04,0.9,47.0,10
1151,100,1000,0.04,0.9,49.0,11
1152,100,1000,0.04,0.9,46.0,12
1153,100,1000,0.04,0.9,47.0,13
1154,100,1000,0.04,0.9,47.0,14
1155,100,1000,0.04,0.9,47.0,15
1156,100,1000,0.04,0.9,47.0,16
1157,100,1000,0.04,0.9,47.0,17
1158,100,1000,0.04,0.9,47.0,18
1159,100,1000,0.04,0.9,45.0,19
1160,100,1000,0.04,0.9,46.0,20
1161,100,1000,0.04,0.9,47.0,21
1162,100,1000,0.04,0.9,46.0,22
1163,100,1000,0.04,0.9,44.0,23
1164,100,1000,0.04,0.9,48.0,24
1165,100,1000,0.04,0.9,48.0,25
1166,100,1000,0.04,0.9,47.0,26
1167,100,1000,0.04,0.9,45.0,27
1168,100,1000,0.04,0.9,45.0,28
1169,100,1000,0.04,0.9,47.0,29
1170,100,1000,0.04,1.0,46.0,0
1171,100,1000,0.04,1.0,47.0,1
1172,100,1000,0.04,1.0,45.0,2
1173,100,1000,0.04,1.0,46.0,3
1174,100,1000,0.04,1.0,48.0,4
1175,100,1000,0.04,1.0,46.0,5
1176,100,1000,0.04,1.0,46.0,6
1177,100,1000,0.04,1.0,48.0,7
1178,100,1000,0.04,1.0,47.0,8
1179,100,1000,0.04,1.0,47.0,9
1180,100,1000,0.04,1.0,46.0,10
1181,100,1000,0.04,1.0,47.0,11
1182,100,1000,0.04,1.0,47.0,12
1183,100,1000,0.04,1.0,45.0,13
1184,100,1000,0.04,1.0,45.0,14
1185,100,1000,0.04,1.0,46.0,15
1186,100,1000,0.04,1.0,47.0,16
1187,100,1000,0.04,1.0,46.0,17
1188,100,1000,0.04,1.0,49.0,18
1189,100,1000,0.04,1.0,49.0,19
1190,100,1000,0.04,1.0,47.0,20
1191,100,1000,0.04,1.0,46.0,21
1192,100,1000,0.04,1.0,47.0,22
1193,100,1000,0.04,1.0,47.0,23
1194,100,1000,0.04,1.0,45.0,24
1195,100,1000,0.04,1.0,47.0,25
1196,100,1000,0.04,1.0,45.0,26
1197,100,1000,0.04,1.0,46.0,27
1198,100,1000,0.04,1.0,48.0,28
1199,100,1000,0.04,1.0,46.0,29
1200,100,1000,0.05,0.1,44.0,0
1201,100,1000,0.05,0.1,45.0,1
1202,100,1000,0.05,0.1,43.0,2
1203,100,1000,0.05,0.1,45.0,3
1204,100,1000,0.05,0.1,45.0,4
1205,100,1000,0.05,0.1,45.0,5
1206,100,1000,0.05,0.1,42.0,6
1207,100,1000,0.05,0.1,43.0,7
1208,100,1000,0.05,0.1,44.0,8
1209,100,1000,0.05,0.1,43.0,9
1210,100,1000,0.05,0.1,45.0,10
1211,100,1000,0.05,0.1,44.0,11
1212,100,1000,0.05,0.1,44.0,12
1213,100,1000,0.05,0.1,43.0,13
1214,100,1000,0.05,0.1,41.0,14
1215,100,1000,0.05,0.1,45.0,15
1216,100,1000,0.05,0.1,44.0,16
1217,100,1000,0.05,0.1,42.0,17
1218,100,1000,0.05,0.1,44.0,18
1219,100,1000,0.05,0.1,43.0,19
1220,100,1000,0.05,0.1,43.0,20
1221,100,1000,0.05,0.1,44.0,21
1222,100,1000,0.05,0.1,44.0,22
1223,100,1000,0.05,0.1,45.0,23
1224,100,1000,0.05,0.1,42.0,24
1225,100,1000,0.05,0.1,43.0,25
1226,100,1000,0.05,0.1,44.0,26
1227,100,1000,0.05,0.1,44.0,27
1228,100,1000,0.05,0.1,44.0,28
1229,100,1000,0.05,0.1,42.0,29
1230,100,1000,0.05,0.2,45.0,0
1231,100,1000,0.05,0.2,43.0,1
1232,100,1000,0.05,0.2,44.0,2
1233,100,1000,0.05,0.2,46.0,3
1234,100,1000,0.05,0.2,44.0,4
1235,100,1000,0.05,0.2,44.0,5
1236,100,1000,0.05,0.2,44.0,6
1237,100,1000,0.05,0.2,46.0,7
1238,100,1000,0.05,0.2,43.0,8
1239,100,1000,0.05,0.2,44.0,9
1240,100,1000,0.05,0.2,46.0,10
1241,100,1000,0.05,0.2,45.0,11
1242,100,1000,0.05,0.2,46.0,12
1243,100,1000,0.05,0.2,44.0,13
1244,100,1000,0.05,0.2,44.0,14
1245,100,1000,0.05,0.2,43.0,15
1246,100,1000,0.05,0.2,43.0,16
1247,100,1000,0.05,0.2,44.0,17
1248,100,1000,0.05,0.2,43.0,18
1249,100,1000,0.05,0.2,45.0,19
1250,100,1000,0.05,0.2,41.0,20
1251,100,1000,0.05,0.2,43.0,21
1252,100,1000,0.05,0.2,43.0,22
1253,100,1000,0.05,0.2,44.0,23
1254,100,1000,0.05,0.2,43.0,24
1255,100,1000,0.05,0.2,43.0,25
1256,100,1000,0.05,0.2,44.0,26
1257,100,1000,0.05,0.2,43.0,27
1258,100,1000,0.05,0.2,42.0,28
1259,100,1000,0.05,0.2,45.0,29
1260,100,1000,0.05,0.3,45.0,0
1261,100,1000,0.05,0.3,44.0,1
1262,100,1000,0.05,0.3,47.0,2
1263,100,1000,0.05,0.3,43.0,3
1264,100,1000,0.05,0.3,45.0,4
1265,100,1000,0.05,0.3,45.0,5
1266,100,1000,0.05,0.3,44.0,6
1267,100,1000,0.05,0.3,43.0,7
1268,100,1000,0.05,0.3,44.0,8
1269,100,1000,0.05,0.3,45.0,9
1270,100,1000,0.05,0.3,45.0,10
1271,100,1000,0.05,0.3,45.0,11
1272,100,1000,0.05,0.3,44.0,12
1273,100,1000,0.05,0.3,45.0,13
1274,100,1000,0.05,0.3,45.0,14
1275,100,1000,0.05,0.3,43.0,15
1276,100,1000,0.05,0.3,44.0,16
1277,100,1000,0.05,0.3,43.0,17
1278,100,1000,0.05,0.3,46.0,18
1279,100,1000,0.05,0.3,42.0,19
1280,100,1000,0.05,0.3,45.0,20
1281,100,1000,0.05,0.3,41.0,21
1282,100,1000,0.05,0.3,44.0,22
1283,100,1000,0.05,0.3,44.0,23
1284,100,1000,0.05,0.3,45.0,24
1285,100,1000,0.05,0.3,45.0,25
1286,100,1000,0.05,0.3,43.0,26
1287,100,1000,0.05,0.3,44.0,27
1288,100,1000,0.05,0.3,43.0,28
1289,100,1000,0.05,0.3,45.0,29
1290,100,1000,0.05,0.4,44.0,0
1291,100,1000,0.05,0.4,44.0,1
1292,100,1000,0.05,0.4,43.0,2
1293,100,1000,0.05,0.4,46.0,3
1294,100,1000,0.05,0.4,46.0,4
1295,100,1000,0.05,0.4,44.0,5
1296,100,1000,0.05,0.4,43.0,6
1297,100,1000,0.05,0.4,45.0,7
1298,100,1000,0.05,0.4,44.0,8
1299,100,1000,0.05,0.4,46.0,9
1300,100,1000,0.05,0.4,43.0,10
1301,100,1000,0.05,0.4,44.0,11
1302,100,1000,0.05,0.4,44.0,12
1303,100,1000,0.05,0.4,45.0,13
1304,100,1000,0.05,0.4,44.0,14
1305,100,1000,0.05,0.4,45.0,15
1306,100,1000,0.05,0.4,44.0,16
1307,100,1000,0.05,0.4,44.0,17
1308,100,1000,0.05,0.4,46.0,18
1309,100,1000,0.05,0.4,47.0,19
1310,100,1000,0.05,0.4,44.0,20
1311,100,1000,0.05,0.4,45.0,21
